,"Distribution System Pressure, psi","Distribution System Pressure Head, m"
2/13/2022 8:00,0.00434902,0.00306269
2/13/2022 8:15,0.003346965,0.002357018
2/13/2022 8:30,0.002823048,0.001988062
2/13/2022 8:45,0.003825103,0.002693735
2/13/2022 9:00,0.003855623,0.002715227
2/13/2022 9:15,0.003825103,0.002693735
2/13/2022 9:30,0.00434902,0.00306269
2/13/2022 9:45,0.003346965,0.002357018
2/13/2022 10:00,0.002576349,0.001814331
2/13/2022 10:15,0.003563145,0.002509257
2/13/2022 10:30,0.00434902,0.00306269
2/13/2022 10:45,0.00434902,0.00306269
2/13/2022 11:00,0.002838308,0.001998808
2/13/2022 11:15,0.002823048,0.001988062
2/13/2022 11:30,0.002067692,0.001456121
2/13/2022 11:45,0.00256109,0.001803584
2/13/2022 12:00,0.002576349,0.001814331
2/13/2022 12:15,0.002060062,0.001450748
2/13/2022 12:30,0.002800159,0.001971943
2/13/2022 12:45,0.00434902,0.00306269
2/13/2022 13:00,0.003855623,0.002715227
2/13/2022 13:15,0.003825103,0.002693735
2/13/2022 13:30,0.00434902,0.00306269
2/13/2022 13:45,0.003346965,0.002357018
2/13/2022 14:00,0.003316446,0.002335525
2/13/2022 14:15,0.00434902,0.00306269
2/13/2022 14:30,0.002838308,0.001998808
2/13/2022 14:45,0.002823048,0.001988062
2/13/2022 15:00,0.002576349,0.001814331
2/13/2022 15:15,0.00256109,0.001803584
2/13/2022 15:30,0.003316446,0.002335525
2/13/2022 15:45,0.00434902,0.00306269
2/13/2022 16:00,0.00434902,0.00306269
2/13/2022 16:15,0.002845938,0.002004182
2/13/2022 16:30,0.002815418,0.001982689
2/13/2022 16:45,0.003825103,0.002693735
2/13/2022 17:00,0.003333401,0.002347466
2/13/2022 17:15,0.003346965,0.002357018
2/13/2022 17:30,0.002575502,0.001813734
2/13/2022 17:45,0.003565688,0.002511048
2/13/2022 18:00,0.00434902,0.00306269
2/13/2022 18:15,0.00334527,0.002355824
2/13/2022 18:30,0.002823048,0.001988062
2/13/2022 18:45,0.002823048,0.001988062
2/13/2022 19:00,0.003318141,0.002336719
2/13/2022 19:15,0.00434902,0.00306269
2/13/2022 19:30,0.003331706,0.002346272
2/13/2022 19:45,0.00334527,0.002355824
2/13/2022 20:00,0.002823048,0.001988062
2/13/2022 20:15,0.003826799,0.002694929
2/13/2022 20:30,0.003853927,0.002714033
2/13/2022 20:45,0.003826799,0.002694929
2/13/2022 21:00,0.002836612,0.001997614
2/13/2022 21:15,0.003826799,0.002694929
2/13/2022 21:30,0.00434902,0.00306269
2/13/2022 21:45,0.00434902,0.00306269
2/13/2022 22:00,0.002836612,0.001997614
2/13/2022 22:15,0.002823048,0.001988062
2/13/2022 22:30,0.003318141,0.002336719
2/13/2022 22:45,0.00434902,0.00306269
2/13/2022 23:00,0.003331706,0.002346272
2/13/2022 23:15,0.00334527,0.002355824
2/13/2022 23:30,0.002575502,0.001813734
2/13/2022 23:45,0.002060062,0.001450748
2/14/2022 0:00,0.002816266,0.001983286
2/14/2022 0:15,0.002823048,0.001988062
2/14/2022 0:30,0.002823048,0.001988062
2/14/2022 0:45,0.002823048,0.001988062
2/14/2022 1:00,0.003318141,0.002336719
2/14/2022 1:15,0.00434902,0.00306269
2/14/2022 1:30,0.00434902,0.00306269
2/14/2022 1:45,0.00434902,0.00306269
2/14/2022 2:00,0.003853927,0.002714033
2/14/2022 2:15,0.003826799,0.002694929
2/14/2022 2:30,0.00434902,0.00306269
2/14/2022 2:45,0.00434902,0.00306269
2/14/2022 3:00,0.003853927,0.002714033
2/14/2022 3:15,0.002321173,0.001634629
2/14/2022 3:30,0.002816266,0.001983286
2/14/2022 3:45,0.002823048,0.001988062
2/14/2022 4:00,0.002823048,0.001988062
2/14/2022 4:15,0.002823048,0.001988062
2/14/2022 4:30,0.002823048,0.001988062
2/14/2022 4:45,0.002823048,0.001988062
2/14/2022 5:00,0.002575502,0.001813734
2/14/2022 5:15,0.002561938,0.001804181
2/14/2022 5:30,0.002823048,0.001988062
2/14/2022 5:45,0.002823048,0.001988062
2/14/2022 6:00,0.002823048,0.001988062
2/14/2022 6:15,0.002321173,0.001634629
2/14/2022 6:30,0.002816266,0.001983286
2/14/2022 6:45,0.002823048,0.001988062
2/14/2022 7:00,0.002823048,0.001988062
2/14/2022 7:15,0.002321173,0.001634629
2/14/2022 7:30,0.002816266,0.001983286
2/14/2022 7:45,0.002823048,0.001988062
2/14/2022 8:00,0.003318141,0.002336719
2/14/2022 8:15,0.00434902,0.00306269
2/14/2022 8:30,0.003853927,0.002714033
2/14/2022 8:45,0.002823048,0.001988062
2/14/2022 9:00,0.003318141,0.002336719
2/14/2022 9:15,0.002843395,0.002002391
2/14/2022 9:30,0.002060062,0.001450748
2/14/2022 9:45,0.002060062,0.001450748
2/14/2022 10:00,0.002816266,0.001983286
2/14/2022 10:15,0.002823048,0.001988062
2/14/2022 10:30,0.002066844,0.001455524
2/14/2022 10:45,0.002562785,0.001804778
2/14/2022 11:00,0.002823048,0.001988062
2/14/2022 11:15,0.002823048,0.001988062
2/14/2022 11:30,0.002823048,0.001988062
2/14/2022 11:45,0.002823048,0.001988062
2/14/2022 12:00,0.002823048,0.001988062
2/14/2022 12:15,0.002823048,0.001988062
2/14/2022 12:30,0.002823048,0.001988062
2/14/2022 12:45,0.002823048,0.001988062
2/14/2022 13:00,0.002823048,0.001988062
2/14/2022 13:15,0.002823048,0.001988062
2/14/2022 13:30,0.004337152,0.003054332
2/14/2022 13:45,0.028462029,0.020043682
2/14/2022 14:00,0.037342781,0.026297733
2/14/2022 14:15,0.037170638,0.026176505
2/14/2022 14:30,0.033567926,0.023639385
2/14/2022 14:45,0.055528481,0.039104564
2/14/2022 15:00,0.037514924,0.026418961
2/14/2022 15:15,0.029879143,0.02104165
2/14/2022 15:30,0.040859421,0.02877424
2/14/2022 15:45,0.040945492,0.028834854
2/14/2022 16:00,0.048150915,0.033909095
2/14/2022 16:15,0.048495202,0.03415155
2/14/2022 16:30,0.040945492,0.028834854
2/14/2022 16:45,0.033653998,0.023699998
2/14/2022 17:00,0.040859421,0.02877424
2/14/2022 17:15,0.040945492,0.028834854
2/14/2022 17:30,0.040945492,0.028834854
2/14/2022 17:45,0.040945492,0.028834854
2/14/2022 18:00,0.033567926,0.023639385
2/14/2022 18:15,0.040945492,0.028834854
2/14/2022 18:30,0.040945492,0.028834854
2/14/2022 18:45,0.040945492,0.028834854
2/14/2022 19:00,0.040945492,0.028834854
2/14/2022 19:15,0.040945492,0.028834854
2/14/2022 19:30,0.033567926,0.023639385
2/14/2022 19:45,0.033653998,0.023699998
2/14/2022 20:00,0.040859421,0.02877424
2/14/2022 20:15,0.040945492,0.028834854
2/14/2022 20:30,0.040773349,0.028713626
2/14/2022 20:45,0.063078191,0.044421261
2/14/2022 21:00,0.041117635,0.028956081
2/14/2022 21:15,0.040945492,0.028834854
2/14/2022 21:30,0.062906048,0.044300034
2/14/2022 21:45,0.048495202,0.03415155
2/14/2022 22:00,0.048150915,0.033909095
2/14/2022 22:15,0.048495202,0.03415155
2/14/2022 22:30,0.040945492,0.028834854
2/14/2022 22:45,0.040945492,0.028834854
2/14/2022 23:00,0.040945492,0.028834854
2/14/2022 23:15,0.040945492,0.028834854
2/14/2022 23:30,0.040945492,0.028834854
2/14/2022 23:45,0.040945492,0.028834854
2/15/2022 0:00,0.040945492,0.028834854
2/15/2022 0:15,0.040945492,0.028834854
2/15/2022 0:30,0.037342781,0.026297733
2/15/2022 0:45,0.037170638,0.026176505
2/15/2022 1:00,0.062906048,0.044300034
2/15/2022 1:15,0.048495202,0.03415155
2/15/2022 1:30,0.062906048,0.044300034
2/15/2022 1:45,0.063078191,0.044421261
2/15/2022 2:00,0.041117635,0.028956081
2/15/2022 2:15,0.040945492,0.028834854
2/15/2022 2:30,0.040945492,0.028834854
2/15/2022 2:45,0.040945492,0.028834854
2/15/2022 3:00,0.037342781,0.026297733
2/15/2022 3:15,0.037170638,0.026176505
2/15/2022 3:30,0.040945492,0.028834854
2/15/2022 3:45,0.040945492,0.028834854
2/15/2022 4:00,0.040945492,0.028834854
2/15/2022 4:15,0.040945492,0.028834854
2/15/2022 4:30,0.040945492,0.028834854
2/15/2022 4:45,0.040945492,0.028834854
2/15/2022 5:00,0.048175507,0.033926413
2/15/2022 5:15,0.04847061,0.034134232
2/15/2022 5:30,0.055700625,0.039225792
2/15/2022 5:45,0.040945492,0.028834854
2/15/2022 6:00,0.062930639,0.044317352
2/15/2022 6:15,0.04847061,0.034134232
2/15/2022 6:30,0.048175507,0.033926413
2/15/2022 6:45,0.063078191,0.044421261
2/15/2022 7:00,0.041093044,0.028938763
2/15/2022 7:15,0.040945492,0.028834854
2/15/2022 7:30,0.040945492,0.028834854
2/15/2022 7:45,0.040945492,0.028834854
2/15/2022 8:00,0.040945492,0.028834854
2/15/2022 8:15,0.040945492,0.028834854
2/15/2022 8:30,0.055700625,0.039225792
2/15/2022 8:45,0.040945492,0.028834854
2/15/2022 9:00,0.062930639,0.044317352
2/15/2022 9:15,0.04847061,0.034134232
2/15/2022 9:30,0.062930639,0.044317352
2/15/2022 9:45,0.063078191,0.044421261
2/15/2022 10:00,0.041093044,0.028938763
2/15/2022 10:15,0.040945492,0.028834854
2/15/2022 10:30,0.048175507,0.033926413
2/15/2022 10:45,0.04847061,0.034134232
2/15/2022 11:00,0.055700625,0.039225792
2/15/2022 11:15,0.040945492,0.028834854
2/15/2022 11:30,0.048175507,0.033926413
2/15/2022 11:45,0.063078191,0.044421261
2/15/2022 12:00,0.055848176,0.039329701
2/15/2022 12:15,0.033641702,0.023691339
2/15/2022 12:30,0.03349415,0.02358743
2/15/2022 12:45,0.055553073,0.039121883
2/15/2022 13:00,0.048323058,0.034030323
2/15/2022 13:15,0.04847061,0.034134232
2/15/2022 13:30,0.040945492,0.028834854
2/15/2022 13:45,0.040945492,0.028834854
2/15/2022 14:00,0.055700625,0.039225792
2/15/2022 14:15,0.040945492,0.028834854
2/15/2022 14:30,0.062930639,0.044317352
2/15/2022 14:45,0.063078191,0.044421261
2/15/2022 15:00,0.041093044,0.028938763
2/15/2022 15:15,0.040945492,0.028834854
2/15/2022 15:30,0.062930639,0.044317352
2/15/2022 15:45,0.04847061,0.034134232
2/15/2022 16:00,0.040945492,0.028834854
2/15/2022 16:15,0.040945492,0.028834854
2/15/2022 16:30,0.048175507,0.033926413
2/15/2022 16:45,0.04847061,0.034134232
2/15/2022 17:00,0.055700625,0.039225792
2/15/2022 17:15,0.040945492,0.028834854
2/15/2022 17:30,0.040945492,0.028834854
2/15/2022 17:45,0.040945492,0.028834854
2/15/2022 18:00,0.062930639,0.044317352
2/15/2022 18:15,0.063078191,0.044421261
2/15/2022 18:30,0.041093044,0.028938763
2/15/2022 18:45,0.040945492,0.028834854
2/15/2022 19:00,0.040945492,0.028834854
2/15/2022 19:15,0.055553073,0.039121883
2/15/2022 19:30,0.041093044,0.028938763
2/15/2022 19:45,0.040945492,0.028834854
2/15/2022 20:00,0.040945492,0.028834854
2/15/2022 20:15,0.040945492,0.028834854
2/15/2022 20:30,0.040945492,0.028834854
2/15/2022 20:45,0.055553073,0.039121883
2/15/2022 21:00,0.055848176,0.039329701
2/15/2022 21:15,0.055553073,0.039121883
2/15/2022 21:30,0.041093044,0.028938763
2/15/2022 21:45,0.055553073,0.039121883
2/15/2022 22:00,0.063078191,0.044421261
2/15/2022 22:15,0.048446018,0.034116914
2/15/2022 22:30,0.040945492,0.028834854
2/15/2022 22:45,0.040945492,0.028834854
2/15/2022 23:00,0.062955231,0.04433467
2/15/2022 23:15,0.063078191,0.044421261
2/15/2022 23:30,0.055823584,0.039312383
2/15/2022 23:45,0.055577665,0.039139201
2/16/2022 0:00,0.041068452,0.028921445
2/16/2022 0:15,0.040945492,0.028834854
2/16/2022 0:30,0.037318189,0.026280415
2/16/2022 0:45,0.037195229,0.026193824
2/16/2022 1:00,0.029940623,0.021084946
2/16/2022 1:15,0.037195229,0.026193824
2/16/2022 1:30,0.040945492,0.028834854
2/16/2022 1:45,0.040945492,0.028834854
2/16/2022 2:00,0.040945492,0.028834854
2/16/2022 2:15,0.040945492,0.028834854
2/16/2022 2:30,0.040945492,0.028834854
2/16/2022 2:45,0.040945492,0.028834854
2/16/2022 3:00,0.040945492,0.028834854
2/16/2022 3:15,0.040945492,0.028834854
2/16/2022 3:30,0.055700625,0.039225792
2/16/2022 3:45,0.040945492,0.028834854
2/16/2022 4:00,0.062955231,0.04433467
2/16/2022 4:15,0.063078191,0.044421261
2/16/2022 4:30,0.063078191,0.044421261
2/16/2022 4:45,0.041129931,0.02896474
2/16/2022 5:00,0.048138619,0.033900436
2/16/2022 5:15,0.048446018,0.034116914
2/16/2022 5:30,0.048200099,0.033943732
2/16/2022 5:45,0.063078191,0.044421261
2/16/2022 6:00,0.063078191,0.044421261
2/16/2022 6:15,0.048446018,0.034116914
2/16/2022 6:30,0.062955231,0.04433467
2/16/2022 6:45,0.063078191,0.044421261
2/16/2022 7:00,0.063078191,0.044421261
2/16/2022 7:15,0.063078191,0.044421261
2/16/2022 7:30,0.055823584,0.039312383
2/16/2022 7:45,0.055577665,0.039139201
2/16/2022 8:00,0.041068452,0.028921445
2/16/2022 8:15,0.055577665,0.039139201
2/16/2022 8:30,0.048323058,0.034030323
2/16/2022 8:45,0.063078191,0.044421261
2/16/2022 9:00,0.055823584,0.039312383
2/16/2022 9:15,0.033629406,0.02368268
2/16/2022 9:30,0.040884013,0.028791558
2/16/2022 9:45,0.040945492,0.028834854
2/16/2022 10:00,0.062955231,0.04433467
2/16/2022 10:15,0.063078191,0.044421261
2/16/2022 10:30,0.037441148,0.026367006
2/16/2022 10:45,0.029879143,0.02104165
2/16/2022 11:00,0.048138619,0.033900436
2/16/2022 11:15,0.063078191,0.044421261
2/16/2022 11:30,0.063078191,0.044421261
2/16/2022 11:45,0.048446018,0.034116914
2/16/2022 12:00,0.048200099,0.033943732
2/16/2022 12:15,0.063078191,0.044421261
2/16/2022 12:30,0.063078191,0.044421261
2/16/2022 12:45,0.063078191,0.044421261
2/16/2022 13:00,0.055823584,0.039312383
2/16/2022 13:15,0.040945492,0.028834854
2/16/2022 13:30,0.040945492,0.028834854
2/16/2022 13:45,0.040945492,0.028834854
2/16/2022 14:00,0.040945492,0.028834854
2/16/2022 14:15,0.055577665,0.039139201
2/16/2022 14:30,0.055823584,0.039312383
2/16/2022 14:45,0.055577665,0.039139201
2/16/2022 15:00,0.063078191,0.044421261
2/16/2022 15:15,0.048446018,0.034116914
2/16/2022 15:30,0.055700625,0.039225792
2/16/2022 15:45,0.055602257,0.039156519
2/16/2022 16:00,0.063078191,0.044421261
2/16/2022 16:15,0.063078191,0.044421261
2/16/2022 16:30,0.055798992,0.039295065
2/16/2022 16:45,0.040945492,0.028834854
2/16/2022 17:00,0.040945492,0.028834854
2/16/2022 17:15,0.055602257,0.039156519
2/16/2022 17:30,0.063078191,0.044421261
2/16/2022 17:45,0.063078191,0.044421261
2/16/2022 18:00,0.048323058,0.034030323
2/16/2022 18:15,0.063078191,0.044421261
2/16/2022 18:30,0.063078191,0.044421261
2/16/2022 18:45,0.063078191,0.044421261
2/16/2022 19:00,0.055798992,0.039295065
2/16/2022 19:15,0.055602257,0.039156519
2/16/2022 19:30,0.04104386,0.028904127
2/16/2022 19:45,0.055602257,0.039156519
2/16/2022 20:00,0.063078191,0.044421261
2/16/2022 20:15,0.063078191,0.044421261
2/16/2022 20:30,0.04104386,0.028904127
2/16/2022 20:45,0.040945492,0.028834854
2/16/2022 21:00,0.048224691,0.03396105
2/16/2022 21:15,0.063078191,0.044421261
2/16/2022 21:30,0.063078191,0.044421261
2/16/2022 21:45,0.048421426,0.034099596
2/16/2022 22:00,0.062979823,0.044351988
2/16/2022 22:15,0.048421426,0.034099596
2/16/2022 22:30,0.033567926,0.023639385
2/16/2022 22:45,0.040945492,0.028834854
2/16/2022 23:00,0.040945492,0.028834854
2/16/2022 23:15,0.055602257,0.039156519
2/16/2022 23:30,0.063078191,0.044421261
2/16/2022 23:45,0.063078191,0.044421261
2/17/2022 0:00,0.063078191,0.044421261
2/17/2022 0:15,0.063078191,0.044421261
2/17/2022 0:30,0.063078191,0.044421261
2/17/2022 0:45,0.063078191,0.044421261
