,"Master Meter Flow Rate, GPM","Master Meter Flow Rate, m3/hr"
7/24/2022 2:15,37.62111111,8.544683838
7/24/2022 2:30,35.04555556,7.959711537
7/24/2022 2:45,37.24222222,8.45862881
7/24/2022 3:00,34.66666667,7.873656509
7/24/2022 3:15,36.37888889,8.26254448
7/24/2022 3:30,37.71222222,8.565377423
7/24/2022 3:45,37.64347245,8.549762652
7/24/2022 4:00,36.30437396,8.245620298
7/24/2022 4:15,36.38,8.262796841
7/24/2022 4:30,36.33333333,8.252197688
7/24/2022 4:45,36.62,8.31730677
7/24/2022 5:00,36,8.176489452
7/24/2022 5:15,36.38,8.262796841
7/24/2022 5:30,36.28666667,8.241598535
7/24/2022 5:45,35.62,8.090182063
7/24/2022 6:00,35.71333333,8.111380369
7/24/2022 6:15,34.86,7.917567286
7/24/2022 6:30,34.38,7.808547427
7/24/2022 6:45,34,7.722240038
7/24/2022 7:00,35.38,8.035672134
7/24/2022 7:15,34.62,7.863057356
7/24/2022 7:30,34.85333333,7.916053121
7/24/2022 7:45,38,8.630738866
7/24/2022 8:00,39.47771471,8.966364386
7/24/2022 8:15,42.18569468,9.581413543
7/24/2022 8:30,43.80888889,9.950081053
7/24/2022 8:45,38.47555556,8.738749282
7/24/2022 9:00,39.47666667,8.96612635
7/24/2022 9:15,39,8.857863573
7/24/2022 9:30,39.76222222,9.030983072
7/24/2022 9:45,41.76222222,9.485232486
7/24/2022 10:00,43.66666667,9.917778872
7/24/2022 10:15,46.04888889,10.4588404
7/24/2022 10:30,47.57111111,10.80457467
7/24/2022 10:45,49.38111111,11.21567039
7/24/2022 11:00,47.33333333,10.75056946
7/24/2022 11:15,50,11.35623535
7/24/2022 11:30,52.71444444,11.97275275
7/24/2022 11:45,51.76222222,11.75647956
7/24/2022 12:00,53.04777778,12.04846098
7/24/2022 12:15,54,12.26473418
7/24/2022 12:30,53.85666667,12.23217964
7/24/2022 12:45,53.71256539,12.19945068
7/24/2022 13:00,59.45865331,13.50452921
7/24/2022 13:15,61.14666667,13.88791875
7/24/2022 13:30,58.65777778,13.32263059
7/24/2022 13:45,57.52888889,13.06623203
7/24/2022 14:00,59.95111111,13.61637855
7/24/2022 14:15,59.76444444,13.57398193
7/24/2022 14:30,61.91111111,14.06154297
7/24/2022 14:45,63.70666667,14.469358
7/24/2022 15:00,51.95111111,11.79938089
7/24/2022 15:15,61.67555556,14.00804248
7/24/2022 15:30,59.80444444,13.58306692
7/24/2022 15:45,61.61777778,13.99491972
7/24/2022 16:00,61,13.85460713
7/24/2022 16:15,61.38222222,13.94141924
7/24/2022 16:30,59.65777778,13.5497553
7/24/2022 16:45,53.85333333,12.23142255
7/24/2022 17:00,47.80444444,10.85757044
7/24/2022 17:15,47.26277129,10.73454308
7/24/2022 17:30,46.93842515,10.66087606
7/24/2022 17:45,48.31666667,10.97390876
7/24/2022 18:00,48.7,11.06097323
7/24/2022 18:15,58.76666667,13.34736195
7/24/2022 18:30,61.63333333,13.99845277
7/24/2022 18:45,64.46666667,14.64197278
7/24/2022 19:00,61.8,14.03630689
7/24/2022 19:15,58.76666667,13.34736195
7/24/2022 19:30,60.81666667,13.8129676
7/24/2022 19:45,60.7,13.78646971
7/24/2022 20:00,59.66666667,13.55177418
7/24/2022 20:15,57,12.9461083
7/24/2022 20:30,55.56666667,12.62056289
7/24/2022 20:45,53.46666667,12.143601
7/24/2022 21:00,51.76666667,11.757489
7/24/2022 21:15,53.76666667,12.21173841
7/24/2022 21:30,55.96666667,12.71141277
7/24/2022 21:45,58.72863291,13.33872354
7/24/2022 22:00,57.79480245,13.12662757
7/24/2022 22:15,57.76888889,13.12074196
7/24/2022 22:30,56.64222222,12.86484813
7/24/2022 22:45,54.30666667,12.33438575
7/24/2022 23:00,55.74444444,12.66094061
7/24/2022 23:15,53.76888889,12.21224313
7/24/2022 23:30,54.07777778,12.28239943
7/24/2022 23:45,50.38444444,11.44355218
7/25/2022 0:00,53.05111111,12.04921807
7/25/2022 0:15,51.23111111,11.6358511
7/25/2022 0:30,46.15555556,10.48306703
7/25/2022 0:45,40,9.08498828
7/25/2022 1:00,41.28222222,9.376212627
7/25/2022 1:15,38.61555556,8.770546741
7/25/2022 1:30,37.89777778,8.607521674
7/25/2022 1:45,36,8.176489452
7/25/2022 2:00,36.72100352,8.340247166
7/25/2022 2:15,37.42350955,8.499803642
7/25/2022 2:30,37.07222222,8.42001761
7/25/2022 2:45,33.77111111,7.670253716
7/25/2022 3:00,34.28111111,7.786087317
7/25/2022 3:15,34.38555556,7.809809231
7/25/2022 3:30,33.61444444,7.634670845
7/25/2022 3:45,34,7.722240038
7/25/2022 4:00,33.94777778,7.710379081
7/25/2022 4:15,33.38555556,7.582684524
7/25/2022 4:30,34.66666667,7.873656509
7/25/2022 4:45,34.38555556,7.809809231
7/25/2022 5:00,35.66666667,8.100781216
7/25/2022 5:15,35.77111111,8.12450313
7/25/2022 5:30,36.91296296,8.383845897
7/25/2022 5:45,35.33333333,8.025072981
7/25/2022 6:00,35.0937037,7.970647171
7/25/2022 6:15,36.43777778,8.275919602
7/25/2022 6:30,38.59444444,8.765751886
7/25/2022 6:45,41.63979967,9.457427299
7/25/2022 7:00,39.69964361,9.016769923
7/25/2022 7:15,42.04300501,9.549005194
7/25/2022 7:30,44,9.993487108
7/25/2022 7:45,43.54666667,9.890523907
7/25/2022 8:00,45.28,10.28420673
7/25/2022 8:15,44.97104825,10.21403616
7/25/2022 8:30,46.57801101,10.5790171
7/25/2022 8:45,48.61333333,11.04128909
7/25/2022 9:00,46.21333333,10.49618979
7/25/2022 9:15,54.32,12.33741408
7/25/2022 9:30,56.45333333,12.82194679
7/25/2022 9:45,55.93333333,12.70384194
7/25/2022 10:00,55.85333333,12.68567197
7/25/2022 10:15,52.70666667,11.97098622
7/25/2022 10:30,57.72,13.10963809
7/25/2022 10:45,58.77333333,13.34887611
7/25/2022 11:00,60.61647375,13.76749884
7/25/2022 11:15,59.83585791,13.5902017
7/25/2022 11:30,61.72111111,14.01838928
7/25/2022 11:45,60.02433352,13.63300916
7/25/2022 12:00,55.48365166,12.60170813
7/25/2022 12:15,52.61222222,11.94953556
7/25/2022 12:30,51.60555556,11.72089669
7/25/2022 12:45,56.61222222,12.85803438
7/25/2022 13:00,56.70777778,12.87973741
7/25/2022 13:15,65.51,14.87893956
7/25/2022 13:30,60.55777778,13.75416753
7/25/2022 13:45,58,13.17323301
7/25/2022 14:00,58.88444444,13.37411219
7/25/2022 14:15,62,14.08173183
7/25/2022 14:30,57.89111111,13.14850165
7/25/2022 14:45,59.61222222,13.53940851
7/25/2022 15:00,49.44888889,11.2310644
7/25/2022 15:15,56.93888889,12.93222846
7/25/2022 15:30,56.44888889,12.82093735
7/25/2022 15:45,57.98404749,13.1696098
7/25/2022 16:00,59.86162122,13.59605318
7/25/2022 16:15,64.77777778,14.7126338
7/25/2022 16:30,63.94444444,14.52336321
7/25/2022 16:45,61.5,13.96816948
7/25/2022 17:00,53.33333333,12.11331771
7/25/2022 17:15,46.33333333,10.52344476
7/25/2022 17:30,49.44444444,11.23005496
7/25/2022 17:45,52.38888889,11.89881104
7/25/2022 18:00,59.94444444,13.61486438
7/25/2022 18:15,58,13.17323301
7/25/2022 18:30,57.44444444,13.04705261
7/25/2022 18:45,58.05555556,13.18585105
7/25/2022 19:00,57.83333333,13.13537889
7/25/2022 19:15,57.22222222,12.99658046
7/25/2022 19:30,55,12.49185888
7/25/2022 19:45,60.44444444,13.72842673
7/25/2022 20:00,52.61111111,11.9492832
7/25/2022 20:15,56.64646077,12.8658108
7/25/2022 20:30,58.692532,13.33052413
7/25/2022 20:45,55.61,12.63040496
7/25/2022 21:00,54.27666667,12.32757201
7/25/2022 21:15,54.39,12.35331281
7/25/2022 21:30,51.66666667,11.73477653
7/25/2022 21:45,54.22,12.31470161
7/25/2022 22:00,55.61,12.63040496
7/25/2022 22:15,49.66,11.27901295
7/25/2022 22:30,45.33333333,10.29632005
7/25/2022 22:45,46,10.44773652
7/25/2022 23:00,46.49666667,10.56054179
7/25/2022 23:15,41.83,9.500626494
7/25/2022 23:30,41.16333333,9.349210022
7/25/2022 23:45,37.39,8.492192795
7/26/2022 0:00,42.34,9.616460094
7/26/2022 0:15,44,9.993487108
7/26/2022 0:30,41.60333333,9.449144894
7/26/2022 0:45,37.41592283,8.498080511
7/26/2022 1:00,37.84414765,8.595340947
7/26/2022 1:15,35,7.949364745
7/26/2022 1:30,34.27555556,7.784825513
7/26/2022 1:45,33.60888889,7.633409041
7/26/2022 2:00,33.11555556,7.521360853
7/26/2022 2:15,34.21777778,7.771702752
7/26/2022 2:30,32.33333333,7.34369886
7/26/2022 2:45,32.60888889,7.406284334
7/26/2022 3:00,32.66666667,7.419407095
7/26/2022 3:15,32,7.267990624
7/26/2022 3:30,32.72444444,7.432529856
7/26/2022 3:45,33.39111111,7.583946328
7/26/2022 4:00,36.23111111,8.228980495
7/26/2022 4:15,38.39111111,8.719569863
7/26/2022 4:30,37.92888889,8.614587776
7/26/2022 4:45,32,7.267990624
7/26/2022 5:00,32.11555556,7.294236146
7/26/2022 5:15,32.84363198,7.45960029
7/26/2022 5:30,33.24975886,7.551841738
7/26/2022 5:45,33.82333333,7.682114673
7/26/2022 6:00,32.84333333,7.45953246
7/26/2022 6:15,34.60777778,7.860281388
7/26/2022 6:30,32.78444444,7.446157339
7/26/2022 6:45,36.39222222,8.265572809
7/26/2022 7:00,37.90222222,8.608531117
7/26/2022 7:15,41.39222222,9.401196344
7/26/2022 7:30,41.51,9.427946588
7/26/2022 7:45,43.82333333,9.953361743
7/26/2022 8:00,41.74555556,9.481447074
7/26/2022 8:15,50.56888889,11.48544407
7/26/2022 8:30,52.39222222,11.89956812
7/26/2022 8:45,54.39222222,12.35381754
7/26/2022 9:00,57.17666667,12.98623366
7/26/2022 9:15,58.78444444,13.35139972
7/26/2022 9:30,57.27565943,13.00871737
7/26/2022 9:45,58.39333333,13.26256872
7/26/2022 10:00,50.58666667,11.48948184
7/26/2022 10:15,43.75333333,9.937463014
7/26/2022 10:30,57.75016842,13.11649008
7/26/2022 10:45,57.23671675,12.99987252
7/26/2022 11:00,58.7,13.3322203
7/26/2022 11:15,57.93333333,13.15809136
7/26/2022 11:30,56.98,12.9415658
7/26/2022 11:45,46.60666667,10.58552551
7/26/2022 12:00,48.48,11.0110058
7/26/2022 12:15,54,12.26473418
7/26/2022 12:30,50.84666667,11.54853427
7/26/2022 12:45,54.64,12.41009399
7/26/2022 13:00,52.08666667,11.83016891
7/26/2022 13:15,57.21333333,12.99456157
7/26/2022 13:30,56.18,12.75986604
7/26/2022 13:45,55.85333333,12.68567197
7/26/2022 14:00,52.02666667,11.81654142
7/26/2022 14:15,56.24732888,12.77515809
7/26/2022 14:30,53.14166203,12.06978442
7/26/2022 14:45,47.57777778,10.80608884
7/26/2022 15:00,49.33333333,11.20481888
7/26/2022 15:15,48.81666667,11.08747111
7/26/2022 15:30,48.65105331,11.04985623
7/26/2022 15:45,55.02580226,12.49771922
7/26/2022 16:00,60.06111111,13.64136226
7/26/2022 16:15,60.57777778,13.75871003
7/26/2022 16:30,65.30555556,14.83250517
7/26/2022 16:45,67.21111111,15.26530392
7/26/2022 17:00,54.41666667,12.35936947
7/26/2022 17:15,50.60555556,11.49377198
7/26/2022 17:30,46.48333333,10.55751346
7/26/2022 17:45,47,10.67486123
7/26/2022 18:00,51.12777778,11.61238155
7/26/2022 18:15,59.21111111,13.44830626
7/26/2022 18:30,56.60555556,12.85652022
7/26/2022 18:45,58.62250417,13.31461908
7/26/2022 19:00,59.69427564,13.55804487
7/26/2022 19:15,60.60444444,13.76476669
7/26/2022 19:30,62.60444444,14.2190161
7/26/2022 19:45,58.60444444,13.31051727
7/26/2022 20:00,50.35555556,11.4369908
7/26/2022 20:15,51.81333333,11.76808815
7/26/2022 20:30,53.04,12.04669446
7/26/2022 20:45,50.85777778,11.55105788
7/26/2022 21:00,41.24888889,9.368641803
7/26/2022 21:15,46.60444444,10.58502079
7/26/2022 21:30,45.02222222,10.22565903
7/26/2022 21:45,41.39555556,9.401953427
7/26/2022 22:00,39.87555556,9.056723872
7/26/2022 22:15,41.18666667,9.354509599
7/26/2022 22:30,42.87555556,9.738097993
7/26/2022 22:45,42.18666667,9.581634306
7/26/2022 23:00,44.85333333,10.18730019
7/26/2022 23:15,45.81333333,10.40533991
7/26/2022 23:30,43.44452421,9.867324831
7/26/2022 23:45,44.20666667,10.04042621
7/27/2022 0:00,40.74666667,9.254574728
7/27/2022 0:15,40.19,9.128141974
7/27/2022 0:30,39.68333333,9.013065456
7/27/2022 0:45,36.20666667,8.223428558
7/27/2022 1:00,35.73,8.115165781
7/27/2022 1:15,35.60333333,8.086396652
7/27/2022 1:30,35.66666667,8.100781216
7/27/2022 1:45,34.20666667,7.769179144
7/27/2022 2:00,33,7.495115331
7/27/2022 2:15,33.39666667,7.585208131
7/27/2022 2:30,34.60333333,7.859271945
7/27/2022 2:45,33.39666667,7.585208131
7/27/2022 3:00,33.20666667,7.542054437
7/27/2022 3:15,32.79333333,7.448176225
7/27/2022 3:30,36.19,8.219643146
7/27/2022 3:45,37.42301243,8.499690733
7/27/2022 4:00,36.61928028,8.317143305
7/27/2022 4:15,36.60222222,8.313268998
7/27/2022 4:30,36.60222222,8.313268998
7/27/2022 4:45,36.19333333,8.220400229
7/27/2022 5:00,37.87111111,8.601465015
7/27/2022 5:15,36,8.176489452
7/27/2022 5:30,36.06444444,8.191126378
7/27/2022 5:45,36.60222222,8.313268998
7/27/2022 6:00,36.86,8.3718167
7/27/2022 6:15,37.80666667,8.586828089
7/27/2022 6:30,38.32222222,8.703923494
7/27/2022 6:45,40.60222222,9.221767826
7/27/2022 7:00,43.97777778,9.988439892
7/27/2022 7:15,46.81777778,10.63347406
7/27/2022 7:30,42.32222222,9.612422322
7/27/2022 7:45,46.60222222,10.58451607
7/27/2022 8:00,47.69777778,10.8333438
7/27/2022 8:15,61.2421777,13.90961167
7/27/2022 8:30,57.2290447,12.99813001
7/27/2022 8:45,57.60111111,13.08263548
7/27/2022 9:00,59.32777778,13.47480414
7/27/2022 9:15,60.00555556,13.62874422
7/27/2022 9:30,57.79777778,13.12730334
7/27/2022 9:45,59,13.40035771
7/27/2022 10:00,53.61222222,12.17666026
7/27/2022 10:15,51.19111111,11.62676611
7/27/2022 10:30,60.13111111,13.65726099
7/27/2022 10:45,55.60666667,12.62964787
7/27/2022 11:00,50.99444444,11.58209825
7/27/2022 11:15,56.60111111,12.85551078
7/27/2022 11:30,54.60111111,12.40126136
7/27/2022 11:45,53.40444444,12.1294688
7/27/2022 12:00,49.73222222,11.2954164
7/27/2022 12:15,52.39888889,11.90108229
7/27/2022 12:30,55.26222222,12.55141603
7/27/2022 12:45,57.39888889,13.03670582
7/27/2022 13:00,58.39899833,13.26385538
7/27/2022 13:15,52.6,11.94675959
7/27/2022 13:30,52.8,11.99218453
7/27/2022 13:45,53.6,12.1738843
7/27/2022 14:00,51.4,11.67420994
7/27/2022 14:15,49,11.12911064
7/27/2022 14:30,45.4,10.3114617
7/27/2022 14:45,45.4,10.3114617
7/27/2022 15:00,45.46666667,10.32660334
7/27/2022 15:15,50,11.35623535
7/27/2022 15:30,47.93333333,10.88684429
7/27/2022 15:45,50.2,11.40166029
7/27/2022 16:00,52.93333333,12.02246782
7/27/2022 16:15,44.4,10.08433699
7/27/2022 16:30,50.4,11.44708523
7/27/2022 16:45,57.2,12.99153324
7/27/2022 17:00,51.8,11.76505982
7/27/2022 17:15,52.6,11.94675959
7/27/2022 17:30,56.72566314,12.88379962
7/27/2022 17:45,50.40111111,11.44733759
7/27/2022 18:00,50.93222222,11.56796605
7/27/2022 18:15,50.40111111,11.44733759
7/27/2022 18:30,51.32777778,11.65780649
7/27/2022 18:45,46.80222222,10.62994101
7/27/2022 19:00,54.13555556,12.29552219
7/27/2022 19:15,49.59888889,11.26513311
7/27/2022 19:30,50.66111111,11.50639002
7/27/2022 19:45,44,9.993487108
7/27/2022 20:00,46.80222222,10.62994101
7/27/2022 20:15,47.20333333,10.72104325
7/27/2022 20:30,47.53111111,10.79548968
7/27/2022 20:45,44.99444444,10.21935001
7/27/2022 21:00,44,9.993487108
7/27/2022 21:15,43.60444444,9.903646668
7/27/2022 21:30,42.53111111,9.659866149
7/27/2022 21:45,43.19777778,9.811282621
7/27/2022 22:00,44.25675014,10.05180141
7/27/2022 22:15,44.59777778,10.12925721
7/27/2022 22:30,44.80444444,10.17619632
7/27/2022 22:45,44.79333333,10.17367271
7/27/2022 23:00,42.40222222,9.630592298
7/27/2022 23:15,43.59777778,9.902132504
7/27/2022 23:30,41.59777778,9.44788309
7/27/2022 23:45,42,9.539237694
7/28/2022 0:00,44.06888889,10.00913348
7/28/2022 0:15,41.79333333,9.492298588
7/28/2022 0:30,40.73555556,9.25205112
7/28/2022 0:45,39.79333333,9.038049174
7/28/2022 1:00,37.33333333,8.479322395
7/28/2022 1:15,38,8.630738866
7/28/2022 1:30,38,8.630738866
7/28/2022 1:45,36.79333333,8.356675053
7/28/2022 2:00,34.93111111,7.933718376
7/28/2022 2:15,35.23491375,8.002719461
7/28/2022 2:30,36.27959933,8.239993368
7/28/2022 2:45,36,8.176489452
7/28/2022 3:00,36,8.176489452
7/28/2022 3:15,36.40333333,8.268096417
7/28/2022 3:30,37.66666667,8.55503063
7/28/2022 3:45,37.40333333,8.495221124
7/28/2022 4:00,37.26333333,8.463423665
7/28/2022 4:15,37.40333333,8.495221124
7/28/2022 4:30,38.59666667,8.766256608
7/28/2022 4:45,37.40333333,8.495221124
7/28/2022 5:00,38,8.630738866
7/28/2022 5:15,37.59666667,8.539131901
7/28/2022 5:30,38.40333333,8.722345831
7/28/2022 5:45,38,8.630738866
7/28/2022 6:00,38.73666667,8.798054067
7/28/2022 6:15,39,8.857863573
7/28/2022 6:30,41.21,9.359809175
7/28/2022 6:45,40.79,9.264416799
7/28/2022 7:00,40.94785383,9.300269304
7/28/2022 7:15,46.59555556,10.5830019
7/28/2022 7:30,45.40444444,10.31247114
7/28/2022 7:45,45.38222222,10.30742393
7/28/2022 8:00,47.64,10.82022104
7/28/2022 8:15,52.40444444,11.90234409
7/28/2022 8:30,47.31111111,10.74552225
7/28/2022 8:45,47.59555556,10.81012661
7/28/2022 9:00,47.07111111,10.69101232
7/28/2022 9:15,49.61777778,11.26942324
7/28/2022 9:30,56.31111111,12.78964461
7/28/2022 9:45,46.19111111,10.49114258
7/28/2022 10:00,44.85777778,10.18830963
7/28/2022 10:15,44.21333333,10.04194038
7/28/2022 10:30,46,10.44773652
7/28/2022 10:45,46.80888889,10.63145517
7/28/2022 11:00,45.85777778,10.41543434
7/28/2022 11:15,44.38222222,10.08029922
7/28/2022 11:30,42.57007976,9.668716893
7/28/2022 11:45,40.81111111,9.269211653
7/28/2022 12:00,43.92777778,9.977083657
7/28/2022 12:15,43.02777778,9.772671421
7/28/2022 12:30,45.85555556,10.41492962
7/28/2022 12:45,44.40555556,10.08559879
7/28/2022 13:00,49.41666667,11.22374594
7/28/2022 13:15,53.91666667,12.24580712
7/28/2022 13:30,43.81111111,9.950585774
7/28/2022 13:45,46.18888889,10.49063786
7/28/2022 14:00,52.33333333,11.886193
7/28/2022 14:15,43.37777778,9.852165068
7/28/2022 14:30,42.55,9.664156283
7/28/2022 14:45,43.18888889,9.809263735
7/28/2022 15:00,42.59444444,9.674250714
7/28/2022 15:15,41.81111111,9.49633636
7/28/2022 15:30,44.1,10.01619958
7/28/2022 15:45,49.40555556,11.22122233
7/28/2022 16:00,50.4300946,11.45392046
7/28/2022 16:15,44.78,10.17064438
7/28/2022 16:30,43,9.766362401
7/28/2022 16:45,41.78,9.489270258
7/28/2022 17:00,40.52,9.203093128
7/28/2022 17:15,38.40666667,8.723102914
7/28/2022 17:30,39.07333333,8.874519385
7/28/2022 17:45,40,9.08498828
7/28/2022 18:00,38.29333333,8.697362113
7/28/2022 18:15,44.40666667,10.08585116
7/28/2022 18:30,43.22666667,9.817844001
7/28/2022 18:45,39.81333333,9.042591668
7/28/2022 19:00,38.85333333,8.824551949
7/28/2022 19:15,39,8.857863573
7/28/2022 19:30,39.14666667,8.891175197
7/28/2022 19:45,41.81333333,9.496841082
7/28/2022 20:00,42.26,9.598290118
7/28/2022 20:15,40.39475793,9.174647559
7/28/2022 20:30,39.71864589,9.02108581
7/28/2022 20:45,35.22333333,8.000089263
7/28/2022 21:00,37.89,8.605755148
7/28/2022 21:15,40.40777778,9.177604688
7/28/2022 21:30,41.59222222,9.446621286
7/28/2022 21:45,42.03888889,9.548070321
7/28/2022 22:00,47.07444444,10.6917694
7/28/2022 22:15,45.59222222,10.35512011
7/28/2022 22:30,44.85111111,10.18679547
7/28/2022 22:45,43,9.766362401
7/28/2022 23:00,42.92555556,9.749454228
7/28/2022 23:15,40.77666667,9.261388469
7/28/2022 23:30,40.48222222,9.194512861
7/28/2022 23:45,40.18444444,9.12688017
7/29/2022 0:00,38.33333333,8.706447102
7/29/2022 0:15,38.18444444,8.672630756
7/29/2022 0:30,34.92555556,7.932456572
7/29/2022 0:45,36,8.176489452
7/29/2022 1:00,35.96451122,8.168429074
7/29/2022 1:15,34.18222222,7.763627207
7/29/2022 1:30,32.92444444,7.477954798
7/29/2022 1:45,32,7.267990624
7/29/2022 2:00,31.48444444,7.15089522
7/29/2022 2:15,34.40888889,7.815108807
7/29/2022 2:30,34.25777778,7.78078774
7/29/2022 2:45,34,7.722240038
7/29/2022 3:00,34.07555556,7.739400571
